CustomerID,TotalRevenue,LineItemCount,OrderCount
26806,4.990000,1,1
28280,4.990000,1,1
27204,4.990000,1,1
21725,4.990000,1,1
15966,4.990000,1,1
17440,4.990000,1,1
23368,4.990000,1,1
22521,4.990000,1,1
18499,4.990000,1,1
16501,4.990000,1,1
17520,4.990000,1,1
17606,4.990000,1,1
25804,4.990000,1,1
16899,4.990000,1,1
24891,4.990000,1,1
21851,4.990000,1,1
24207,4.990000,1,1
16816,4.990000,1,1
14592,4.990000,1,1
22558,4.990000,1,1
18230,4.990000,1,1
18668,4.990000,1,1
22730,4.990000,1,1
23892,4.990000,1,1
23308,4.990000,1,1
28266,4.990000,1,1
17523,4.990000,1,1
16003,4.990000,1,1
25349,4.990000,1,1
19644,4.990000,1,1
16650,4.990000,1,1
17111,4.990000,1,1
17526,4.990000,1,1
14609,4.990000,1,1
23437,4.990000,1,1
24894,4.990000,1,1
17131,4.990000,1,1
17357,4.990000,1,1
19753,4.990000,1,1
28286,4.990000,1,1
25784,4.990000,1,1
20978,4.990000,1,1
15960,4.990000,1,1
17684,4.990000,1,1
26051,4.990000,1,1
22662,4.990000,1,1
17166,4.990000,1,1
16917,4.990000,1,1
18099,4.990000,1,1
17532,4.990000,1,1
27207,4.990000,1,1
17014,4.990000,1,1
15414,4.990000,1,1
17395,4.990000,1,1
25132,4.990000,1,1
22015,4.990000,1,1
23535,4.990000,1,1
24763,4.990000,1,1
27926,4.990000,1,1
22493,4.990000,1,1
23967,4.990000,1,1
25241,4.990000,1,1
18102,4.990000,1,1
17449,4.990000,1,1
20277,4.990000,1,1
17452,4.990000,1,1
21674,4.990000,1,1
18657,4.990000,1,1
17137,4.990000,1,1
20967,4.990000,1,1
15680,4.990000,1,1
24731,4.990000,1,1
18425,4.990000,1,1
16905,4.990000,1,1
21860,4.990000,1,1
17429,4.990000,1,1
22856,4.990000,1,1
24376,4.990000,1,1
17160,4.990000,1,1
28999,4.990000,1,1
18179,4.990000,1,1
22859,4.990000,1,1
18405,4.990000,1,1
17426,4.990000,1,1
18531,4.990000,1,1
28123,4.990000,1,1
28252,4.990000,1,1
16722,4.990000,1,1
18402,4.990000,1,1
19404,4.990000,1,1
24064,4.990000,1,1
22530,4.990000,1,1
21010,4.990000,1,1
25109,4.990000,1,1
16988,4.990000,1,1
29039,4.990000,1,1
18385,4.990000,1,1
27628,4.990000,1,1
18153,4.990000,1,1
27997,4.990000,1,1
27934,4.990000,1,1
17174,4.990000,1,1
27061,4.990000,1,1
19919,4.990000,1,1
28306,4.990000,1,1
17168,4.990000,1,1
24805,4.990000,1,1
21376,4.990000,1,1
14629,4.990000,1,1
17689,4.990000,1,1
28003,4.990000,1,1
16842,4.990000,1,1
17472,4.990000,1,1
19928,4.990000,1,1
18070,4.990000,1,1
16765,4.990000,1,1
21279,4.990000,1,1
23430,4.990000,1,1
24240,4.990000,1,1
16978,4.990000,1,1
15458,4.990000,1,1
14399,4.990000,1,1
25534,4.990000,1,1
24489,4.990000,1,1
22554,4.990000,1,1
17104,4.990000,1,1
17685,4.990000,1,1
16815,4.990000,1,1
28345,4.990000,1,1
22557,4.990000,1,1
26387,4.990000,1,1
14528,4.990000,1,1
18750,4.990000,1,1
21306,4.990000,1,1
27592,4.990000,1,1
28906,4.990000,1,1
18106,4.990000,1,1
21850,4.990000,1,1
16769,4.990000,1,1
18555,4.990000,1,1
24967,4.990000,1,1
17015,4.990000,1,1
14788,4.990000,1,1
22488,4.990000,1,1
16039,4.990000,1,1
19431,4.990000,1,1
16245,4.990000,1,1
18552,4.990000,1,1
23427,4.990000,1,1
17344,4.990000,1,1
23945,4.990000,1,1
17456,4.990000,1,1
17616,4.990000,1,1
26232,4.990000,1,1
24881,4.990000,1,1
18661,4.990000,1,1
24111,4.990000,1,1
23129,4.990000,1,1
17556,4.990000,1,1
24649,4.990000,1,1
27334,4.990000,1,1
29003,4.990000,1,1
24566,4.990000,1,1
25648,4.990000,1,1
14513,4.990000,1,1
17430,4.990000,1,1
15956,4.990000,1,1
15400,4.990000,1,1
16966,4.990000,1,1
23976,4.990000,1,1
24995,4.990000,1,1
17547,4.990000,1,1
14630,4.990000,1,1
21546,4.990000,1,1
25247,4.990000,1,1
24380,4.990000,1,1
25316,4.990000,1,1
21263,4.990000,1,1
24134,4.990000,1,1
28127,4.990000,1,1
16766,4.990000,1,1
23673,4.990000,1,1
26730,4.990000,1,1
13786,4.990000,1,1
15412,4.990000,1,1
17473,4.990000,1,1
21277,4.990000,1,1
23676,4.990000,1,1
25299,4.990000,1,1
27022,4.990000,1,1
27188,4.990000,1,1
22382,4.990000,1,1
22491,4.990000,1,1
16992,4.990000,1,1
28874,4.990000,1,1
26026,4.990000,1,1
21114,4.990000,1,1
24045,4.990000,1,1
20407,4.990000,1,1
23518,4.990000,1,1
26226,4.990000,1,1
26180,4.990000,1,1
17590,4.990000,1,1
14404,4.990000,1,1
16047,4.990000,1,1
25665,4.990000,1,1
25473,4.990000,1,1
22917,4.990000,1,1
16737,4.990000,1,1
21128,4.990000,1,1
14527,4.990000,1,1
17275,4.990000,1,1
22559,4.990000,1,1
15907,4.990000,1,1
16299,4.990000,1,1
16817,4.990000,1,1
28768,4.990000,1,1
15386,4.990000,1,1
27039,4.990000,1,1
24122,4.990000,1,1
17550,4.990000,1,1
28911,4.990000,1,1
19465,4.990000,1,1
22814,4.990000,1,1
28310,4.990000,1,1
16903,4.990000,1,1
15967,4.990000,1,1
18423,4.990000,1,1
20189,4.990000,1,1
20312,4.990000,1,1
24703,4.990000,1,1
14922,4.990000,1,1
25456,4.990000,1,1
23498,4.990000,1,1
15423,4.990000,1,1
17587,4.990000,1,1
17132,4.990000,1,1
15360,4.990000,1,1
21852,4.990000,1,1
18569,4.990000,1,1
22960,4.990000,1,1
20089,4.990000,1,1
25785,4.990000,1,1
24895,4.990000,1,1
28533,4.990000,1,1
27703,4.990000,1,1
25433,4.990000,1,1
14762,4.990000,1,1
16757,4.990000,1,1
25476,4.990000,1,1
21838,4.990000,1,1
27414,4.990000,1,1
23770,4.990000,1,1
18397,4.990000,1,1
24600,4.990000,1,1
19210,4.990000,1,1
15300,4.990000,1,1
15818,4.990000,1,1
25141,4.990000,1,1
17630,4.990000,1,1
27995,4.990000,1,1
16671,4.990000,1,1
17673,4.990000,1,1
27019,4.990000,1,1
18111,4.990000,1,1
17169,4.990000,1,1
25327,4.990000,1,1
16860,4.990000,1,1
17467,4.990000,1,1
16240,4.990000,1,1
15550,4.990000,1,1
29267,4.990000,1,1
18072,4.990000,1,1
24816,4.990000,1,1
14763,4.990000,1,1
24109,4.990000,1,1
13824,4.990000,1,1
15344,4.990000,1,1
28125,4.990000,1,1
18779,4.990000,1,1
22589,4.990000,1,1
28328,4.990000,1,1
21836,4.990000,1,1
22918,4.990000,1,1
17694,4.990000,1,1
25002,4.990000,1,1
19214,4.990000,1,1
15387,4.990000,1,1
14909,4.990000,1,1
26270,4.990000,1,1
15533,4.990000,1,1
18404,4.990000,1,1
23562,4.990000,1,1
17697,4.990000,1,1
26350,4.990000,1,1
16503,4.990000,1,1
16274,4.990000,1,1
15982,4.990000,1,1
22829,4.990000,1,1
21363,4.990000,1,1
24744,4.990000,1,1
26802,4.990000,1,1
24575,4.990000,1,1
14628,4.990000,1,1
17436,4.990000,1,1
23347,4.990000,1,1
15381,4.990000,1,1
27034,4.990000,1,1
23476,4.990000,1,1
17688,4.990000,1,1
19351,4.990000,1,1
15776,4.990000,1,1
16858,4.990000,1,1
24369,4.990000,1,1
15979,4.990000,1,1
23553,4.990000,1,1
16669,4.990000,1,1
20419,4.990000,1,1
28248,4.990000,1,1
18424,4.990000,1,1
22858,4.990000,1,1
18421,4.990000,1,1
18069,4.990000,1,1
20130,4.990000,1,1
17602,4.990000,1,1
23012,4.990000,1,1
17525,4.990000,1,1
15421,4.990000,1,1
16357,4.990000,1,1
15315,4.990000,1,1
27950,4.990000,1,1
25783,4.990000,1,1
27947,4.990000,1,1
27031,4.990000,1,1
25016,4.990000,1,1
23095,4.990000,1,1
18123,4.990000,1,1
16775,4.990000,1,1
22457,4.990000,1,1
17376,4.990000,1,1
21115,4.990000,1,1
28924,4.990000,1,1
25340,4.990000,1,1
24464,4.990000,1,1
21347,4.990000,1,1
25801,4.990000,1,1
24218,4.990000,1,1
27836,4.990000,1,1
25131,4.990000,1,1
17165,4.990000,1,1
23657,4.990000,1,1
24593,4.990000,1,1
19638,4.990000,1,1
23488,4.990000,1,1
24152,4.990000,1,1
18453,4.990000,1,1
21032,4.990000,1,1
20099,4.990000,1,1
14689,4.990000,1,1
19927,4.990000,1,1
26176,4.990000,1,1
28277,4.990000,1,1
16063,4.990000,1,1
24630,4.990000,1,1
14620,4.990000,1,1
17368,4.990000,1,1
17683,4.990000,1,1
14766,4.990000,1,1
12837,4.990000,1,1
17431,4.990000,1,1
22386,4.990000,1,1
21868,4.990000,1,1
28251,4.990000,1,1
16644,4.990000,1,1
20079,4.990000,1,1
17603,4.990000,1,1
18387,4.990000,1,1
27979,4.990000,1,1
24415,4.990000,1,1
19363,4.990000,1,1
24607,4.990000,1,1
19463,4.990000,1,1
22380,4.990000,1,1
22772,4.990000,1,1
16008,4.990000,1,1
16154,4.990000,1,1
29290,4.990000,1,1
22755,4.990000,1,1
22494,4.990000,1,1
28282,4.990000,1,1
14920,4.990000,1,1
19938,4.990000,1,1
17488,4.990000,1,1
27807,4.990000,1,1
18510,4.990000,1,1
27913,4.990000,1,1
17408,4.990000,1,1
15573,4.990000,1,1
23442,4.990000,1,1
20402,4.990000,1,1
17173,4.990000,1,1
17339,4.990000,1,1
29287,4.990000,1,1
17113,4.990000,1,1
21859,4.990000,1,1
16904,4.990000,1,1
15258,4.990000,1,1
24487,4.990000,1,1
17534,4.990000,1,1
19317,4.990000,1,1
