CustomerID,CustomerType,Recency,Frequency,Monetary,RScore,FScore,MScore,Segment
26656,Individual,373,2,1345.950000,1,4,4,Churn Risk
27348,Individual,225,2,1382.460000,2,4,4,Churn Risk
19504,Individual,279,2,1382.970000,2,4,4,Churn Risk
27355,Individual,234,2,1383.450000,2,4,4,Churn Risk
15763,Individual,312,2,1387.950000,1,4,4,Churn Risk
27346,Individual,270,2,1390.950000,2,4,4,Churn Risk
26667,Individual,353,2,1390.950000,1,4,4,Churn Risk
26658,Individual,383,2,1390.950000,1,4,4,Churn Risk
19503,Individual,334,2,1391.950000,1,4,4,Churn Risk
15902,Individual,238,2,1397.950000,2,4,4,Churn Risk
15885,Individual,277,2,1397.950000,2,4,4,Churn Risk
19475,Individual,377,2,1394.930000,1,4,4,Churn Risk
15904,Individual,243,2,1394.950000,2,4,4,Churn Risk
15892,Individual,216,2,1401.460000,2,4,4,Churn Risk
15865,Individual,290,2,1416.950000,1,4,4,Churn Risk
15827,Individual,308,2,1418.920000,1,4,4,Churn Risk
15886,Individual,293,2,1422.460000,1,4,4,Churn Risk
15552,Individual,369,2,1426.460000,1,4,4,Churn Risk
15893,Individual,220,2,1428.940000,2,4,4,Churn Risk
14580,Individual,212,2,1468.588200,2,4,4,Churn Risk
27362,Individual,239,2,1407.450000,2,4,4,Churn Risk
14565,Individual,220,2,1503.578200,2,4,4,Churn Risk
14520,Individual,236,2,1503.578200,2,4,4,Churn Risk
18148,Individual,265,2,1518.578200,2,4,4,Churn Risk
17975,Individual,354,2,1518.578200,1,4,4,Churn Risk
18004,Individual,273,2,1518.578200,2,4,4,Churn Risk
14558,Individual,232,2,1528.068200,2,4,4,Churn Risk
26673,Individual,348,2,1505.760000,1,4,4,Churn Risk
14616,Individual,206,2,1538.578200,2,4,4,Churn Risk
14560,Individual,242,2,1538.578200,2,4,4,Churn Risk
17982,Individual,300,2,1538.558200,1,4,4,Churn Risk
14559,Individual,240,2,1547.568200,2,4,4,Churn Risk
26321,Individual,207,2,1554.407500,2,4,4,Churn Risk
19194,Individual,229,2,1589.750000,2,4,4,Churn Risk
14581,Individual,212,2,1563.048200,2,4,4,Churn Risk
14613,Individual,206,2,1601.558200,2,4,4,Churn Risk
19172,Individual,237,2,1609.407500,2,4,4,Churn Risk
19310,Individual,238,2,1611.460000,2,4,4,Churn Risk
21534,Individual,392,2,1622.450000,1,4,4,Churn Risk
21545,Individual,209,2,1631.460000,2,4,4,Churn Risk
14415,Individual,216,2,1769.927500,2,4,4,Churn Risk
14494,Individual,234,2,1769.927500,2,4,4,Churn Risk
14284,Individual,254,2,1769.927500,2,4,4,Churn Risk
14385,Individual,222,2,1777.877500,2,4,4,Churn Risk
14105,Individual,293,2,1784.907500,1,4,4,Churn Risk
14414,Individual,214,2,1793.897500,2,4,4,Churn Risk
14270,Individual,263,2,1794.197500,2,4,4,Churn Risk
14283,Individual,251,2,1799.917500,2,4,4,Churn Risk
14095,Individual,293,2,1802.207500,1,4,4,Churn Risk
13992,Individual,292,2,1802.207500,1,4,4,Churn Risk
13993,Individual,298,2,1804.917500,1,4,4,Churn Risk
14335,Individual,245,2,1804.917500,2,4,4,Churn Risk
14285,Individual,267,2,1804.917500,2,4,4,Churn Risk
14342,Individual,254,2,1804.917500,2,4,4,Churn Risk
14355,Individual,260,2,1804.917500,2,4,4,Churn Risk
14398,Individual,216,2,1804.917500,2,4,4,Churn Risk
14365,Individual,216,2,1804.917500,2,4,4,Churn Risk
14337,Individual,261,2,1815.147500,2,4,4,Churn Risk
14880,Individual,222,2,1819.588200,2,4,4,Churn Risk
19501,Individual,309,2,1819.588200,1,4,4,Churn Risk
19422,Individual,370,2,1819.588200,1,4,4,Churn Risk
14106,Individual,276,2,1839.897500,2,4,4,Churn Risk
14343,Individual,273,2,1839.917500,2,4,4,Churn Risk
14036,Individual,302,2,1839.917500,1,4,4,Churn Risk
14495,Individual,220,2,1839.917500,2,4,4,Churn Risk
14367,Individual,234,2,1839.917500,2,4,4,Churn Risk
14362,Individual,261,2,1845.897500,2,4,4,Churn Risk
14098,Individual,292,2,1845.897500,1,4,4,Churn Risk
14080,Individual,298,2,1848.907500,1,4,4,Churn Risk
14017,Individual,304,2,1848.907500,1,4,4,Churn Risk
14334,Individual,262,2,1848.907500,2,4,4,Churn Risk
14417,Individual,227,2,1848.907500,2,4,4,Churn Risk
19496,Individual,314,2,1854.578200,1,4,4,Churn Risk
19472,Individual,324,2,1854.578200,1,4,4,Churn Risk
14735,Individual,317,2,1854.578200,1,4,4,Churn Risk
19482,Individual,320,2,1854.578200,1,4,4,Churn Risk
14734,Individual,335,2,1854.578200,1,4,4,Churn Risk
19429,Individual,338,2,1854.578200,1,4,4,Churn Risk
14733,Individual,338,2,1854.578200,1,4,4,Churn Risk
19417,Individual,390,2,1854.578200,1,4,4,Churn Risk
14406,Individual,235,2,1851.387500,2,4,4,Churn Risk
14378,Individual,242,2,1809.397500,2,4,4,Churn Risk
14379,Individual,243,2,1854.907500,2,4,4,Churn Risk
19451,Individual,351,2,1869.578200,1,4,4,Churn Risk
19432,Individual,348,2,1869.578200,1,4,4,Churn Risk
19443,Individual,357,2,1863.568200,1,4,4,Churn Risk
14737,Individual,260,2,1873.578200,2,4,4,Churn Risk
19428,Individual,385,2,1878.568200,1,4,4,Churn Risk
19450,Individual,342,2,1887.558200,1,4,4,Churn Risk
14104,Individual,303,2,1889.907500,1,4,4,Churn Risk
14413,Individual,240,2,1889.907500,2,4,4,Churn Risk
14364,Individual,228,2,1893.907500,2,4,4,Churn Risk
14336,Individual,260,2,1893.907500,2,4,4,Churn Risk
13986,Individual,312,2,1893.907500,1,4,4,Churn Risk
13990,Individual,309,2,1893.907500,1,4,4,Churn Risk
14089,Individual,287,2,1893.907500,2,4,4,Churn Risk
19518,Individual,278,2,1894.068200,2,4,4,Churn Risk
14037,Individual,281,2,1898.897500,2,4,4,Churn Risk
14024,Individual,299,2,1902.897500,1,4,4,Churn Risk
20163,Individual,288,2,1903.480000,1,4,4,Churn Risk
19326,Individual,370,2,1903.480000,1,4,4,Churn Risk
20833,Individual,241,2,1903.480000,2,4,4,Churn Risk
14366,Individual,216,2,1897.877500,2,4,4,Churn Risk
14386,Individual,220,2,1918.397500,2,4,4,Churn Risk
19434,Individual,218,2,1934.750000,2,4,4,Churn Risk
19480,Individual,222,2,1934.750000,2,4,4,Churn Risk
19380,Individual,346,2,1934.750000,1,4,4,Churn Risk
19386,Individual,325,2,1938.470000,1,4,4,Churn Risk
19423,Individual,323,2,1938.470000,1,4,4,Churn Risk
19426,Individual,294,2,1938.470000,1,4,4,Churn Risk
20828,Individual,217,2,1938.470000,2,4,4,Churn Risk
20808,Individual,217,2,1938.470000,2,4,4,Churn Risk
19517,Individual,230,2,1938.470000,2,4,4,Churn Risk
20171,Individual,268,2,1938.470000,2,4,4,Churn Risk
20720,Individual,250,2,1938.470000,2,4,4,Churn Risk
14418,Individual,238,2,1928.927500,2,4,4,Churn Risk
19421,Individual,324,2,1930.760000,1,4,4,Churn Risk
20726,Individual,242,2,1941.950000,2,4,4,Churn Risk
19436,Individual,240,2,1942.700000,2,4,4,Churn Risk
20719,Individual,253,2,1947.460000,2,4,4,Churn Risk
19343,Individual,338,2,1952.450000,1,4,4,Churn Risk
19381,Individual,349,2,1953.470000,1,4,4,Churn Risk
20831,Individual,225,2,2012.950000,2,4,4,Churn Risk
19336,Individual,349,2,1957.470000,1,4,4,Churn Risk
19335,Individual,388,2,1957.470000,1,4,4,Churn Risk
19473,Individual,242,2,1917.460000,2,4,4,Churn Risk
19458,Individual,230,2,1957.470000,2,4,4,Churn Risk
20829,Individual,231,2,1962.460000,2,4,4,Churn Risk
20830,Individual,218,2,1966.460000,2,4,4,Churn Risk
20162,Individual,294,2,1966.460000,1,4,4,Churn Risk
20166,Individual,299,2,1967.450000,1,4,4,Churn Risk
19427,Individual,230,2,1967.450000,2,4,4,Churn Risk
25036,Individual,237,2,2120.927500,2,4,4,Churn Risk
24918,Individual,253,2,2120.927500,2,4,4,Churn Risk
25057,Individual,243,2,2120.927500,2,4,4,Churn Risk
20062,Individual,305,2,1997.450000,1,4,4,Churn Risk
24902,Individual,309,2,2120.927500,1,4,4,Churn Risk
24912,Individual,291,2,2120.927500,1,4,4,Churn Risk
24608,Individual,345,2,2120.927500,1,4,4,Churn Risk
24614,Individual,347,2,2120.927500,1,4,4,Churn Risk
24609,Individual,360,2,2120.927500,1,4,4,Churn Risk
25107,Individual,244,2,2143.897500,2,4,4,Churn Risk
24924,Individual,241,2,2143.897500,2,4,4,Churn Risk
25111,Individual,238,2,2145.917500,2,4,4,Churn Risk
24922,Individual,247,2,2145.917500,2,4,4,Churn Risk
24915,Individual,265,2,2145.917500,2,4,4,Churn Risk
25119,Individual,225,2,2148.207500,2,4,4,Churn Risk
24613,Individual,360,2,2148.207500,1,4,4,Churn Risk
24909,Individual,279,2,2149.907500,2,4,4,Churn Risk
24914,Individual,272,2,2149.907500,2,4,4,Churn Risk
25215,Individual,208,2,2155.917500,2,4,4,Churn Risk
25121,Individual,224,2,2155.917500,2,4,4,Churn Risk
25052,Individual,214,2,2155.917500,2,4,4,Churn Risk
24913,Individual,263,2,2155.917500,2,4,4,Churn Risk
25115,Individual,227,2,2155.917500,2,4,4,Churn Risk
25120,Individual,227,2,2155.917500,2,4,4,Churn Risk
24923,Individual,255,2,2159.397500,2,4,4,Churn Risk
25034,Individual,223,2,2164.907500,2,4,4,Churn Risk
24903,Individual,326,2,2164.907500,1,4,4,Churn Risk
24916,Individual,272,2,2169.897500,2,4,4,Churn Risk
25106,Individual,229,2,2170.917500,2,4,4,Churn Risk
25051,Individual,229,2,2174.917500,2,4,4,Churn Risk
25126,Individual,226,2,2174.917500,2,4,4,Churn Risk
25037,Individual,221,2,2174.917500,2,4,4,Churn Risk
25127,Individual,212,2,2174.917500,2,4,4,Churn Risk
24612,Individual,347,2,2152.197500,1,4,4,Churn Risk
24606,Individual,381,2,2155.917500,1,4,4,Churn Risk
24920,Individual,272,2,2155.917500,2,4,4,Churn Risk
24908,Individual,287,2,2155.917500,2,4,4,Churn Risk
24900,Individual,329,2,2155.917500,1,4,4,Churn Risk
24615,Individual,328,2,2155.917500,1,4,4,Churn Risk
24901,Individual,330,2,2174.917500,1,4,4,Churn Risk
24888,Individual,310,2,2174.917500,1,4,4,Churn Risk
24917,Individual,261,2,2179.907500,2,4,4,Churn Risk
24921,Individual,262,2,2180.407500,2,4,4,Churn Risk
25053,Individual,242,2,2183.907500,2,4,4,Churn Risk
25035,Individual,226,2,2183.907500,2,4,4,Churn Risk
24910,Individual,293,2,2183.907500,1,4,4,Churn Risk
24907,Individual,298,2,2183.907500,1,4,4,Churn Risk
25213,Individual,209,2,2184.897500,2,4,4,Churn Risk
19320,Individual,389,2,1981.960000,1,4,4,Churn Risk
24905,Individual,303,2,2195.907500,1,4,4,Churn Risk
24904,Individual,315,2,2199.897500,1,4,4,Churn Risk
24919,Individual,272,2,2212.887500,2,4,4,Churn Risk
24887,Individual,324,2,2218.897500,1,4,4,Churn Risk
24611,Individual,365,2,2219.417500,1,4,4,Churn Risk
24889,Individual,317,2,2269.907500,1,4,4,Churn Risk
20861,Individual,228,3,2368.060000,2,5,4,Churn Risk
20722,Individual,257,3,2378.800000,2,5,4,Churn Risk
20860,Individual,231,3,2379.810000,2,5,4,Churn Risk
21130,Individual,230,2,2483.980000,2,4,4,Churn Risk
21039,Individual,371,2,2483.980000,1,4,4,Churn Risk
20856,Individual,287,2,2483.980000,2,4,4,Churn Risk
21012,Individual,228,2,2497.960000,2,4,4,Churn Risk
21020,Individual,243,2,2497.960000,2,4,4,Churn Risk
21103,Individual,317,2,2506.950000,1,4,4,Churn Risk
20859,Individual,257,2,2508.970000,2,4,4,Churn Risk
21092,Individual,350,2,2511.260000,1,4,4,Churn Risk
20839,Individual,355,2,2511.260000,1,4,4,Churn Risk
20824,Individual,396,2,2512.960000,1,4,4,Churn Risk
21093,Individual,333,2,2515.250000,1,4,4,Churn Risk
21018,Individual,244,2,2515.250000,2,4,4,Churn Risk
20975,Individual,218,2,2515.250000,2,4,4,Churn Risk
21668,Individual,222,2,2518.970000,2,4,4,Churn Risk
20885,Individual,253,2,2518.970000,2,4,4,Churn Risk
20875,Individual,253,2,2518.970000,2,4,4,Churn Risk
20872,Individual,252,2,2518.970000,2,4,4,Churn Risk
20880,Individual,259,2,2518.970000,2,4,4,Churn Risk
20933,Individual,232,2,2518.970000,2,4,4,Churn Risk
20851,Individual,287,2,2518.970000,2,4,4,Churn Risk
21011,Individual,225,2,2527.960000,2,4,4,Churn Risk
20890,Individual,222,2,2527.960000,2,4,4,Churn Risk
21071,Individual,210,2,2533.970000,2,4,4,Churn Risk
21034,Individual,231,2,2533.970000,2,4,4,Churn Risk
21044,Individual,239,2,2533.970000,2,4,4,Churn Risk
21105,Individual,264,2,2533.970000,2,4,4,Churn Risk
20886,Individual,269,2,2533.970000,2,4,4,Churn Risk
20832,Individual,370,2,2533.970000,1,4,4,Churn Risk
21106,Individual,270,2,2537.970000,2,4,4,Churn Risk
21027,Individual,238,2,2537.970000,2,4,4,Churn Risk
20982,Individual,394,2,2546.960000,1,4,4,Churn Risk
20852,Individual,288,2,2546.960000,1,4,4,Churn Risk
21056,Individual,371,2,2547.950000,1,4,4,Churn Risk
20837,Individual,368,2,2547.950000,1,4,4,Churn Risk
21036,Individual,243,2,2547.950000,2,4,4,Churn Risk
21053,Individual,227,2,2542.960000,2,4,4,Churn Risk
20869,Individual,251,2,2542.960000,2,4,4,Churn Risk
20838,Individual,349,2,2541.940000,1,4,4,Churn Risk
20850,Individual,320,2,2556.940000,1,4,4,Churn Risk
20848,Individual,338,2,2558.460000,1,4,4,Churn Risk
21040,Individual,370,2,2566.950000,1,4,4,Churn Risk
20834,Individual,381,2,2566.950000,1,4,4,Churn Risk
21104,Individual,257,2,2566.950000,2,4,4,Churn Risk
21589,Individual,255,2,2589.088200,2,4,4,Churn Risk
21614,Individual,225,2,2589.088200,2,4,4,Churn Risk
29390,Individual,323,2,2589.088200,1,4,4,Churn Risk
29389,Individual,322,2,2589.088200,1,4,4,Churn Risk
21613,Individual,224,2,2610.578200,2,4,4,Churn Risk
21618,Individual,362,2,2611.068200,1,4,4,Churn Risk
28757,Individual,371,2,2611.409600,1,4,4,Churn Risk
15832,Individual,298,2,2611.409600,1,4,4,Churn Risk
15833,Individual,271,2,2611.409600,2,4,4,Churn Risk
28758,Individual,389,2,2603.068200,1,4,4,Churn Risk
21621,Individual,207,2,2616.858200,2,4,4,Churn Risk
21332,Individual,354,2,2616.858200,1,4,4,Churn Risk
21620,Individual,216,2,2620.399600,2,4,4,Churn Risk
21336,Individual,289,2,2628.349600,1,4,4,Churn Risk
21352,Individual,295,2,2625.389600,1,4,4,Churn Risk
21582,Individual,272,2,2638.058200,2,4,4,Churn Risk
29388,Individual,360,2,2639.179600,1,4,4,Churn Risk
16160,Individual,225,2,2644.068200,2,4,4,Churn Risk
15792,Individual,309,2,2645.399600,1,4,4,Churn Risk
21652,Individual,364,2,2646.058200,1,4,4,Churn Risk
15831,Individual,330,2,2646.358200,1,4,4,Churn Risk
21354,Individual,299,2,2646.399600,1,4,4,Churn Risk
21655,Individual,311,2,2648.068200,1,4,4,Churn Risk
21595,Individual,263,2,2649.558200,2,4,4,Churn Risk
21501,Individual,385,2,2661.399600,1,4,4,Churn Risk
15790,Individual,336,2,2668.379600,1,4,4,Churn Risk
21331,Individual,383,2,2670.889600,1,4,4,Churn Risk
29412,Individual,313,2,2671.879600,1,4,4,Churn Risk
15830,Individual,306,2,2680.379600,1,4,4,Churn Risk
21400,Individual,255,2,2688.889600,2,4,4,Churn Risk
17716,Individual,258,2,2701.427500,2,4,4,Churn Risk
17099,Individual,322,2,2701.427500,1,4,4,Churn Risk
17756,Individual,243,2,2715.407500,2,4,4,Churn Risk
17770,Individual,241,2,2715.407500,2,4,4,Churn Risk
25992,Individual,231,2,2721.552500,2,4,4,Churn Risk
22576,Individual,232,2,2721.552500,2,4,4,Churn Risk
22573,Individual,234,2,2721.552500,2,4,4,Churn Risk
22402,Individual,247,2,2721.552500,2,4,4,Churn Risk
21000,Individual,247,2,2721.552500,2,4,4,Churn Risk
25288,Individual,256,2,2721.552500,2,4,4,Churn Risk
22171,Individual,259,2,2721.552500,2,4,4,Churn Risk
14925,Individual,306,2,2721.552500,1,4,4,Churn Risk
14930,Individual,305,2,2721.552500,1,4,4,Churn Risk
23324,Individual,206,2,2730.542500,2,4,4,Churn Risk
22579,Individual,241,2,2730.542500,2,4,4,Churn Risk
17633,Individual,299,2,2732.697500,1,4,4,Churn Risk
17080,Individual,337,2,2732.697500,1,4,4,Churn Risk
22173,Individual,268,2,2735.532500,2,4,4,Churn Risk
25408,Individual,246,2,2735.532500,2,4,4,Churn Risk
22578,Individual,226,2,2735.532500,2,4,4,Churn Risk
20999,Individual,289,2,2735.532500,1,4,4,Churn Risk
21380,Individual,272,2,2735.532500,2,4,4,Churn Risk
17634,Individual,282,2,2736.417500,2,4,4,Churn Risk
17714,Individual,269,2,2736.417500,2,4,4,Churn Risk
17641,Individual,258,2,2736.417500,2,4,4,Churn Risk
17739,Individual,228,2,2736.417500,2,4,4,Churn Risk
13704,Individual,236,2,2736.532500,2,4,4,Churn Risk
22400,Individual,252,2,2737.822500,2,4,4,Churn Risk
22577,Individual,214,2,2743.042500,2,4,4,Churn Risk
17747,Individual,281,2,2743.532500,2,4,4,Churn Risk
20997,Individual,298,2,2744.522500,1,4,4,Churn Risk
25989,Individual,243,2,2744.522500,2,4,4,Churn Risk
21387,Individual,246,2,2745.332500,2,4,4,Churn Risk
22170,Individual,271,2,2745.332500,2,4,4,Churn Risk
17794,Individual,228,2,2745.822500,2,4,4,Churn Risk
22409,Individual,238,2,2746.042500,2,4,4,Churn Risk
13069,Individual,298,2,2731.542500,1,4,4,Churn Risk
14848,Individual,351,2,2746.552500,1,4,4,Churn Risk
17831,Individual,207,2,2750.397500,2,4,4,Churn Risk
17773,Individual,215,2,2751.417500,2,4,4,Churn Risk
17646,Individual,255,2,2751.417500,2,4,4,Churn Risk
16942,Individual,346,2,2751.417500,1,4,4,Churn Risk
14083,Individual,319,2,2751.417500,1,4,4,Churn Risk
22581,Individual,239,2,2749.322500,2,4,4,Churn Risk
25971,Individual,258,2,2749.322500,2,4,4,Churn Risk
14088,Individual,252,2,2755.417500,2,4,4,Churn Risk
17754,Individual,228,2,2755.417500,2,4,4,Churn Risk
26200,Individual,209,2,2756.542500,2,4,4,Churn Risk
17095,Individual,320,2,2760.407500,1,4,4,Churn Risk
17803,Individual,242,2,2761.022500,2,4,4,Churn Risk
17744,Individual,276,2,2765.532500,2,4,4,Churn Risk
17098,Individual,378,2,2768.532500,1,4,4,Churn Risk
17755,Individual,261,2,2768.532500,2,4,4,Churn Risk
17109,Individual,326,2,2769.397500,1,4,4,Churn Risk
21389,Individual,272,2,2770.522500,2,4,4,Churn Risk
22408,Individual,237,2,2770.522500,2,4,4,Churn Risk
22411,Individual,220,2,2770.522500,2,4,4,Churn Risk
22407,Individual,236,2,2756.542500,2,4,4,Churn Risk
17752,Individual,215,2,2776.407500,2,4,4,Churn Risk
14946,Individual,229,2,2778.522500,2,4,4,Churn Risk
22399,Individual,270,2,2785.052500,2,4,4,Churn Risk
14948,Individual,226,2,2786.522500,2,4,4,Churn Risk
17720,Individual,288,2,2790.532500,1,4,4,Churn Risk
26344,Individual,290,2,2791.448200,1,4,4,Churn Risk
26614,Individual,231,2,2791.448200,2,4,4,Churn Risk
17743,Individual,304,2,2793.522500,1,4,4,Churn Risk
17775,Individual,238,2,2793.907500,2,4,4,Churn Risk
26600,Individual,220,2,2800.438200,2,4,4,Churn Risk
26509,Individual,248,2,2800.438200,2,4,4,Churn Risk
26486,Individual,287,2,2800.438200,2,4,4,Churn Risk
26343,Individual,284,2,2800.438200,2,4,4,Churn Risk
26331,Individual,296,2,2800.438200,1,4,4,Churn Risk
26351,Individual,293,2,2800.438200,1,4,4,Churn Risk
26309,Individual,374,2,2800.438200,1,4,4,Churn Risk
26306,Individual,368,2,2800.438200,1,4,4,Churn Risk
14851,Individual,340,2,2802.492500,1,4,4,Churn Risk
14960,Individual,241,2,2803.522500,2,4,4,Churn Risk
17841,Individual,214,2,2803.522500,2,4,4,Churn Risk
14957,Individual,227,2,2807.032500,2,4,4,Churn Risk
13060,Individual,355,2,2808.002500,1,4,4,Churn Risk
17700,Individual,376,2,2805.532500,1,4,4,Churn Risk
20998,Individual,280,2,2806.512500,2,4,4,Churn Risk
26607,Individual,241,2,2813.769600,2,4,4,Churn Risk
26510,Individual,245,2,2813.769600,2,4,4,Churn Risk
26484,Individual,288,2,2813.769600,1,4,4,Churn Risk
26485,Individual,288,2,2813.769600,1,4,4,Churn Risk
13068,Individual,298,2,2815.522500,1,4,4,Churn Risk
26311,Individual,378,2,2822.759600,1,4,4,Churn Risk
26545,Individual,239,2,2822.759600,2,4,4,Churn Risk
26581,Individual,220,2,2822.759600,2,4,4,Churn Risk
26315,Individual,342,2,2825.428200,1,4,4,Churn Risk
26521,Individual,234,2,2821.719600,2,4,4,Churn Risk
26330,Individual,328,2,2821.719600,1,4,4,Churn Risk
26520,Individual,240,2,2827.718200,2,4,4,Churn Risk
17715,Individual,358,2,2831.532500,1,4,4,Churn Risk
22571,Individual,238,2,2835.022500,2,4,4,Churn Risk
17717,Individual,324,2,2840.012500,1,4,4,Churn Risk
26579,Individual,242,2,2840.418200,2,4,4,Churn Risk
25991,Individual,236,2,2845.522500,2,4,4,Churn Risk
17772,Individual,261,2,2846.002500,2,4,4,Churn Risk
26546,Individual,221,2,2847.749600,2,4,4,Churn Risk
28904,Individual,318,2,2848.578200,1,4,4,Churn Risk
26499,Individual,272,2,2848.759600,2,4,4,Churn Risk
26307,Individual,382,2,2848.759600,1,4,4,Churn Risk
26513,Individual,220,2,2848.759600,2,4,4,Churn Risk
24778,Individual,342,2,2858.492500,1,4,4,Churn Risk
26329,Individual,319,2,2860.418200,1,4,4,Churn Risk
26317,Individual,349,2,2862.739600,1,4,4,Churn Risk
26601,Individual,242,2,2862.739600,2,4,4,Churn Risk
26308,Individual,371,2,2867.759600,1,4,4,Churn Risk
26312,Individual,388,2,2881.739600,1,4,4,Churn Risk
26608,Individual,220,2,2881.739600,2,4,4,Churn Risk
26606,Individual,217,2,2890.408200,2,4,4,Churn Risk
26575,Individual,227,2,2890.408200,2,4,4,Churn Risk
17750,Individual,285,2,2888.532500,2,4,4,Churn Risk
26322,Individual,336,2,2912.259600,1,4,4,Churn Risk
14670,Individual,209,2,2919.889600,2,4,4,Churn Risk
21384,Individual,251,2,2921.022500,2,4,4,Churn Risk
22172,Individual,250,2,2932.302500,2,4,4,Churn Risk
13741,Individual,386,2,2951.052500,1,4,4,Churn Risk
16427,Individual,363,2,2975.022500,1,4,4,Churn Risk
13856,Individual,347,2,2982.022500,1,4,4,Churn Risk
13890,Individual,317,2,2982.022500,1,4,4,Churn Risk
22410,Individual,219,2,2983.340000,2,4,4,Churn Risk
17795,Individual,219,2,2983.340000,2,4,4,Churn Risk
22404,Individual,243,2,2983.340000,2,4,4,Churn Risk
25287,Individual,246,2,2983.340000,2,4,4,Churn Risk
22401,Individual,260,2,2983.340000,2,4,4,Churn Risk
17085,Individual,228,2,2986.032500,2,4,4,Churn Risk
13862,Individual,346,2,2986.042500,1,4,4,Churn Risk
13742,Individual,368,2,2988.322500,1,4,4,Churn Risk
16311,Individual,390,2,2988.322500,1,4,4,Churn Risk
13744,Individual,371,2,2959.002500,1,4,4,Churn Risk
21349,Individual,383,2,2989.379600,1,4,4,Churn Risk
21002,Individual,246,2,2992.330000,2,4,4,Churn Risk
21379,Individual,253,2,2992.330000,2,4,4,Churn Risk
15006,Individual,206,2,2994.088200,2,4,4,Churn Risk
13811,Individual,215,2,3001.042500,2,4,4,Churn Risk
16562,Individual,219,2,3001.042500,2,4,4,Churn Risk
17094,Individual,220,2,3001.042500,2,4,4,Churn Risk
16553,Individual,244,2,3001.042500,2,4,4,Churn Risk
17626,Individual,227,2,3001.042500,2,4,4,Churn Risk
22572,Individual,214,2,2997.320000,2,4,4,Churn Risk
22168,Individual,245,2,2997.320000,2,4,4,Churn Risk
21361,Individual,274,2,2997.320000,2,4,4,Churn Risk
13667,Individual,347,2,3001.042500,1,4,4,Churn Risk
13766,Individual,334,2,3001.042500,1,4,4,Churn Risk
22174,Individual,274,2,3007.830000,2,4,4,Churn Risk
17115,Individual,232,2,3008.022500,2,4,4,Churn Risk
