CustomerID,CustomerType,Recency,Frequency,Monetary,FirstOrderDate,LastOrderDate
11031,Individual,77,3,6478.600000,2011-07-04 00:00:00.000,2014-04-15 00:00:00.000
11032,Individual,82,3,6525.560000,2011-07-21 00:00:00.000,2014-04-10 00:00:00.000
11033,Individual,85,3,6495.290000,2011-07-18 00:00:00.000,2014-04-07 00:00:00.000
11034,Individual,80,3,6491.320000,2011-07-04 00:00:00.000,2014-04-12 00:00:00.000
11035,Individual,75,3,6451.310000,2011-07-09 00:00:00.000,2014-04-17 00:00:00.000
11036,Individual,372,1,2354.980000,2013-06-24 00:00:00.000,2013-06-24 00:00:00.000
11037,Individual,374,1,2374.230000,2013-06-22 00:00:00.000,2013-06-22 00:00:00.000
11038,Individual,78,3,6437.330000,2011-07-10 00:00:00.000,2014-04-14 00:00:00.000
11039,Individual,79,3,6636.580000,2011-07-10 00:00:00.000,2014-04-13 00:00:00.000
11040,Individual,301,1,2350.960000,2013-09-03 00:00:00.000,2013-09-03 00:00:00.000
11041,Individual,380,1,2380.470000,2013-06-16 00:00:00.000,2013-06-16 00:00:00.000
11042,Individual,104,2,3112.330000,2013-06-23 00:00:00.000,2014-03-19 00:00:00.000
11043,Individual,164,2,47.980000,2013-10-08 00:00:00.000,2014-01-18 00:00:00.000
11044,Individual,82,3,6515.300000,2011-07-31 00:00:00.000,2014-04-10 00:00:00.000
11045,Individual,92,2,114.960000,2013-09-10 00:00:00.000,2014-03-31 00:00:00.000
11046,Individual,78,3,6616.810000,2011-07-09 00:00:00.000,2014-04-14 00:00:00.000
11047,Individual,71,3,6582.330000,2011-07-06 00:00:00.000,2014-04-21 00:00:00.000
11048,Individual,35,3,6498.240000,2011-07-13 00:00:00.000,2014-05-27 00:00:00.000
11049,Individual,92,2,81.260000,2013-08-09 00:00:00.000,2014-03-31 00:00:00.000
11050,Individual,71,3,5007.300000,2011-07-23 00:00:00.000,2014-04-21 00:00:00.000
11051,Individual,28,2,123.950000,2014-05-31 00:00:00.000,2014-06-03 00:00:00.000
11052,Individual,247,3,8131.320000,2011-07-20 00:00:00.000,2013-10-27 00:00:00.000
11053,Individual,377,1,2329.980000,2013-06-19 00:00:00.000,2013-06-19 00:00:00.000
11054,Individual,244,3,8223.020000,2011-07-06 00:00:00.000,2013-10-30 00:00:00.000
11055,Individual,236,3,8168.010000,2011-07-03 00:00:00.000,2013-11-07 00:00:00.000
11056,Individual,243,3,8207.500000,2011-07-29 00:00:00.000,2013-10-31 00:00:00.000
11057,Individual,253,3,8088.040000,2011-07-25 00:00:00.000,2013-10-21 00:00:00.000
11058,Individual,239,3,8248.020000,2011-08-09 00:00:00.000,2013-11-04 00:00:00.000
11059,Individual,319,3,116.930000,2013-07-21 00:00:00.000,2013-08-16 00:00:00.000
11060,Individual,218,3,8153.020000,2011-08-19 00:00:00.000,2013-11-25 00:00:00.000
11061,Individual,229,3,8129.020000,2011-08-13 00:00:00.000,2013-11-14 00:00:00.000
11062,Individual,387,1,2351.960000,2013-06-09 00:00:00.000,2013-06-09 00:00:00.000
11063,Individual,382,1,2372.950000,2013-06-14 00:00:00.000,2013-06-14 00:00:00.000
11064,Individual,369,1,2304.980000,2013-06-27 00:00:00.000,2013-06-27 00:00:00.000
11065,Individual,19,2,202.570000,2013-07-13 00:00:00.000,2014-06-12 00:00:00.000
11066,Individual,132,2,81.260000,2013-10-31 00:00:00.000,2014-02-19 00:00:00.000
11067,Individual,17,2,105.750000,2014-01-18 00:00:00.000,2014-06-14 00:00:00.000
11068,Individual,113,3,113.360000,2013-09-30 00:00:00.000,2014-03-10 00:00:00.000
11069,Individual,239,3,8104.050000,2011-09-17 00:00:00.000,2013-11-04 00:00:00.000
11070,Individual,217,3,8165.550000,2011-09-28 00:00:00.000,2013-11-26 00:00:00.000
11071,Individual,59,3,110.230000,2013-08-01 00:00:00.000,2014-05-03 00:00:00.000
11072,Individual,228,3,8194.000000,2011-08-31 00:00:00.000,2013-11-15 00:00:00.000
11073,Individual,161,3,191.900000,2013-08-23 00:00:00.000,2014-01-21 00:00:00.000
11074,Individual,247,3,94.190000,2013-08-23 00:00:00.000,2013-10-27 00:00:00.000
11075,Individual,219,3,8068.030000,2011-09-28 00:00:00.000,2013-11-24 00:00:00.000
11076,Individual,222,3,8159.040000,2011-09-21 00:00:00.000,2013-11-21 00:00:00.000
11077,Individual,231,3,8169.030000,2011-09-15 00:00:00.000,2013-11-12 00:00:00.000
11078,Individual,1,17,913.270000,2013-07-18 00:00:00.000,2014-06-30 00:00:00.000
11079,Individual,28,3,57.950000,2013-08-15 00:00:00.000,2014-06-03 00:00:00.000
11080,Individual,220,3,8204.020000,2011-09-10 00:00:00.000,2013-11-23 00:00:00.000
11081,Individual,291,2,104.260000,2013-07-15 00:00:00.000,2013-09-13 00:00:00.000
11082,Individual,84,2,3110.810000,2013-06-24 00:00:00.000,2014-04-08 00:00:00.000
11083,Individual,82,2,3137.320000,2013-06-08 00:00:00.000,2014-04-10 00:00:00.000
11084,Individual,69,2,3078.610000,2013-06-06 00:00:00.000,2014-04-23 00:00:00.000
11085,Individual,21,2,128.960000,2014-05-08 00:00:00.000,2014-06-10 00:00:00.000
11086,Individual,39,2,153.450000,2013-12-02 00:00:00.000,2014-05-23 00:00:00.000
11087,Individual,173,2,200.280000,2013-07-28 00:00:00.000,2014-01-09 00:00:00.000
11088,Individual,78,2,3176.780000,2013-06-15 00:00:00.000,2014-04-14 00:00:00.000
11089,Individual,72,2,3188.280000,2013-05-31 00:00:00.000,2014-04-20 00:00:00.000
11090,Individual,69,3,6704.080000,2012-01-07 00:00:00.000,2014-04-23 00:00:00.000
11091,Individual,21,28,1189.330000,2013-07-01 00:00:00.000,2014-06-10 00:00:00.000
11092,Individual,222,3,8110.020000,2011-09-08 00:00:00.000,2013-11-21 00:00:00.000
11093,Individual,235,3,8180.000000,2011-09-07 00:00:00.000,2013-11-08 00:00:00.000
11094,Individual,18,3,235.890000,2013-09-07 00:00:00.000,2014-06-13 00:00:00.000
11095,Individual,218,3,8158.010000,2011-09-01 00:00:00.000,2013-11-25 00:00:00.000
11096,Individual,183,3,8063.040000,2011-09-11 00:00:00.000,2013-12-30 00:00:00.000
11097,Individual,189,3,8099.030000,2011-09-04 00:00:00.000,2013-12-24 00:00:00.000
11098,Individual,105,3,88.960000,2013-07-14 00:00:00.000,2014-03-18 00:00:00.000
11099,Individual,212,3,8215.990000,2011-09-07 00:00:00.000,2013-12-01 00:00:00.000
11100,Individual,175,3,8172.510000,2011-09-16 00:00:00.000,2014-01-07 00:00:00.000
11101,Individual,214,3,8262.520000,2011-09-29 00:00:00.000,2013-11-29 00:00:00.000
11102,Individual,51,3,102.910000,2013-12-16 00:00:00.000,2014-05-11 00:00:00.000
11103,Individual,237,3,8182.500000,2011-09-15 00:00:00.000,2013-11-06 00:00:00.000
11104,Individual,228,3,8173.030000,2011-10-04 00:00:00.000,2013-11-15 00:00:00.000
11105,Individual,238,3,8095.990000,2011-10-14 00:00:00.000,2013-11-05 00:00:00.000
11106,Individual,228,3,8079.050000,2011-10-18 00:00:00.000,2013-11-15 00:00:00.000
11107,Individual,222,3,8171.010000,2011-10-01 00:00:00.000,2013-11-21 00:00:00.000
11108,Individual,220,3,8124.040000,2011-10-03 00:00:00.000,2013-11-23 00:00:00.000
11109,Individual,219,3,8245.010000,2011-10-10 00:00:00.000,2013-11-24 00:00:00.000
11110,Individual,162,3,8093.030000,2011-10-01 00:00:00.000,2014-01-20 00:00:00.000
11111,Individual,160,3,8137.000000,2011-10-20 00:00:00.000,2014-01-22 00:00:00.000
11112,Individual,149,3,8295.020000,2011-10-25 00:00:00.000,2014-02-02 00:00:00.000
11113,Individual,283,3,109.880000,2013-07-04 00:00:00.000,2013-09-21 00:00:00.000
11114,Individual,34,3,122.890000,2013-08-18 00:00:00.000,2014-05-28 00:00:00.000
11115,Individual,27,3,113.710000,2013-07-13 00:00:00.000,2014-06-04 00:00:00.000
11116,Individual,105,3,148.700000,2013-08-15 00:00:00.000,2014-03-18 00:00:00.000
11117,Individual,218,3,8184.990000,2011-10-06 00:00:00.000,2013-11-25 00:00:00.000
11118,Individual,3,3,123.800000,2013-12-10 00:00:00.000,2014-06-28 00:00:00.000
11119,Individual,67,2,85.220000,2013-07-06 00:00:00.000,2014-04-25 00:00:00.000
11120,Individual,132,3,8242.490000,2011-10-14 00:00:00.000,2014-02-19 00:00:00.000
11121,Individual,86,3,58.160000,2013-11-24 00:00:00.000,2014-04-06 00:00:00.000
11122,Individual,160,3,42.930000,2013-07-24 00:00:00.000,2014-01-22 00:00:00.000
11123,Individual,4,3,149.840000,2013-09-17 00:00:00.000,2014-06-27 00:00:00.000
11124,Individual,225,3,8129.020000,2011-10-05 00:00:00.000,2013-11-18 00:00:00.000
11125,Individual,210,3,79.690000,2013-07-03 00:00:00.000,2013-12-03 00:00:00.000
11126,Individual,87,3,4972.370000,2011-10-28 00:00:00.000,2014-04-05 00:00:00.000
11127,Individual,120,2,43.980000,2013-09-10 00:00:00.000,2014-03-03 00:00:00.000
11128,Individual,170,2,143.940000,2013-11-19 00:00:00.000,2014-01-12 00:00:00.000
11129,Individual,385,2,5873.260000,2012-01-06 00:00:00.000,2013-06-11 00:00:00.000
11130,Individual,51,1,37.290000,2014-05-11 00:00:00.000,2014-05-11 00:00:00.000
11131,Individual,6,5,165.910000,2014-03-20 00:00:00.000,2014-06-25 00:00:00.000
11132,Individual,295,1,2371.940000,2013-09-09 00:00:00.000,2013-09-09 00:00:00.000
11133,Individual,30,1,71.960000,2014-06-01 00:00:00.000,2014-06-01 00:00:00.000
11134,Individual,87,3,4911.830000,2011-10-03 00:00:00.000,2014-04-05 00:00:00.000
11135,Individual,286,1,2334.970000,2013-09-18 00:00:00.000,2013-09-18 00:00:00.000
11136,Individual,391,1,2380.470000,2013-06-05 00:00:00.000,2013-06-05 00:00:00.000
11137,Individual,9,2,202.570000,2013-12-31 00:00:00.000,2014-06-22 00:00:00.000
11138,Individual,29,2,78.970000,2014-02-19 00:00:00.000,2014-06-02 00:00:00.000
11139,Individual,104,2,83.970000,2014-02-14 00:00:00.000,2014-03-19 00:00:00.000
11140,Individual,316,1,39.990000,2013-08-19 00:00:00.000,2013-08-19 00:00:00.000
11141,Individual,123,2,113.960000,2013-10-16 00:00:00.000,2014-02-28 00:00:00.000
11142,Individual,16,17,980.770000,2013-07-16 00:00:00.000,2014-06-15 00:00:00.000
11143,Individual,41,2,48.560000,2013-11-15 00:00:00.000,2014-05-21 00:00:00.000
11144,Individual,369,1,2399.970000,2013-06-27 00:00:00.000,2013-06-27 00:00:00.000
11145,Individual,369,1,2309.970000,2013-06-27 00:00:00.000,2013-06-27 00:00:00.000
11146,Individual,136,3,112.930000,2013-07-08 00:00:00.000,2014-02-15 00:00:00.000
11147,Individual,105,3,8195.500000,2011-10-13 00:00:00.000,2014-03-18 00:00:00.000
11148,Individual,57,3,126.240000,2013-08-07 00:00:00.000,2014-05-05 00:00:00.000
11149,Individual,61,3,41.260000,2013-11-04 00:00:00.000,2014-05-01 00:00:00.000
11150,Individual,198,3,192.420000,2013-08-27 00:00:00.000,2013-12-15 00:00:00.000
11151,Individual,101,3,8087.310000,2011-10-15 00:00:00.000,2014-03-22 00:00:00.000
11152,Individual,385,1,2294.990000,2013-06-11 00:00:00.000,2013-06-11 00:00:00.000
11153,Individual,306,2,109.770000,2013-08-29 00:00:00.000,2013-08-29 00:00:00.000
11154,Individual,384,1,2319.990000,2013-06-12 00:00:00.000,2013-06-12 00:00:00.000
11155,Individual,388,1,2319.990000,2013-06-08 00:00:00.000,2013-06-08 00:00:00.000
11156,Individual,386,1,2389.970000,2013-06-10 00:00:00.000,2013-06-10 00:00:00.000
11157,Individual,140,2,41.280000,2013-12-24 00:00:00.000,2014-02-11 00:00:00.000
11158,Individual,375,1,2395.960000,2013-06-21 00:00:00.000,2013-06-21 00:00:00.000
11159,Individual,83,2,48.560000,2014-02-08 00:00:00.000,2014-04-09 00:00:00.000
11160,Individual,342,1,2322.280000,2013-07-24 00:00:00.000,2013-07-24 00:00:00.000
11161,Individual,79,2,93.950000,2013-11-01 00:00:00.000,2014-04-13 00:00:00.000
11162,Individual,345,1,2329.980000,2013-07-21 00:00:00.000,2013-07-21 00:00:00.000
11163,Individual,177,2,46.270000,2013-10-01 00:00:00.000,2014-01-05 00:00:00.000
11164,Individual,177,2,144.760000,2013-09-27 00:00:00.000,2014-01-05 00:00:00.000
11165,Individual,238,2,102.490000,2013-10-25 00:00:00.000,2013-11-05 00:00:00.000
11166,Individual,54,2,87.960000,2014-03-16 00:00:00.000,2014-05-08 00:00:00.000
11167,Individual,62,2,3126.330000,2013-06-09 00:00:00.000,2014-04-30 00:00:00.000
11168,Individual,74,2,3136.590000,2013-06-17 00:00:00.000,2014-04-18 00:00:00.000
11169,Individual,127,2,81.260000,2013-10-26 00:00:00.000,2014-02-24 00:00:00.000
11170,Individual,31,2,157.230000,2014-01-26 00:00:00.000,2014-05-31 00:00:00.000
11171,Individual,83,3,6716.550000,2012-01-20 00:00:00.000,2014-04-09 00:00:00.000
11172,Individual,18,2,128.940000,2013-10-03 00:00:00.000,2014-06-13 00:00:00.000
11173,Individual,36,2,102.490000,2013-08-02 00:00:00.000,2014-05-26 00:00:00.000
11174,Individual,188,2,48.560000,2013-12-13 00:00:00.000,2013-12-25 00:00:00.000
11175,Individual,87,3,6710.550000,2012-01-28 00:00:00.000,2014-04-05 00:00:00.000
11176,Individual,2,28,1320.010000,2013-07-05 00:00:00.000,2014-06-29 00:00:00.000
11177,Individual,107,2,135.250000,2013-08-29 00:00:00.000,2014-03-16 00:00:00.000
11178,Individual,248,2,144.760000,2013-07-24 00:00:00.000,2013-10-26 00:00:00.000
11179,Individual,20,2,125.440000,2013-08-12 00:00:00.000,2014-06-11 00:00:00.000
11180,Individual,126,2,138.450000,2013-08-17 00:00:00.000,2014-02-25 00:00:00.000
11181,Individual,202,2,41.280000,2013-10-07 00:00:00.000,2013-12-11 00:00:00.000
11182,Individual,24,2,81.260000,2014-01-28 00:00:00.000,2014-06-07 00:00:00.000
11183,Individual,230,2,46.270000,2013-09-30 00:00:00.000,2013-11-13 00:00:00.000
11184,Individual,112,2,68.250000,2014-01-10 00:00:00.000,2014-03-11 00:00:00.000
11185,Individual,3,27,1616.310000,2013-07-24 00:00:00.000,2014-06-28 00:00:00.000
11186,Individual,22,2,41.280000,2014-03-20 00:00:00.000,2014-06-09 00:00:00.000
11187,Individual,176,2,107.480000,2013-09-03 00:00:00.000,2014-01-06 00:00:00.000
11188,Individual,8,2,81.260000,2014-04-03 00:00:00.000,2014-06-23 00:00:00.000
11189,Individual,358,2,5944.220000,2012-01-26 00:00:00.000,2013-07-08 00:00:00.000
11190,Individual,13,2,46.270000,2014-01-28 00:00:00.000,2014-06-18 00:00:00.000
11191,Individual,84,3,6743.580000,2012-01-11 00:00:00.000,2014-04-08 00:00:00.000
11192,Individual,126,2,113.960000,2013-11-23 00:00:00.000,2014-02-25 00:00:00.000
11193,Individual,164,2,41.280000,2013-07-28 00:00:00.000,2014-01-18 00:00:00.000
11194,Individual,52,2,105.750000,2013-08-13 00:00:00.000,2014-05-10 00:00:00.000
11195,Individual,99,2,105.750000,2013-09-14 00:00:00.000,2014-03-24 00:00:00.000
11196,Individual,127,2,162.280000,2013-08-03 00:00:00.000,2014-02-24 00:00:00.000
11197,Individual,193,2,207.560000,2013-10-02 00:00:00.000,2013-12-20 00:00:00.000
11198,Individual,350,2,98.470000,2013-07-08 00:00:00.000,2013-07-16 00:00:00.000
11199,Individual,104,2,131.750000,2013-08-18 00:00:00.000,2014-03-19 00:00:00.000
11200,Individual,9,27,1463.380000,2013-07-10 00:00:00.000,2014-06-22 00:00:00.000
11201,Individual,142,2,180.940000,2013-12-01 00:00:00.000,2014-02-09 00:00:00.000
11202,Individual,130,2,73.980000,2014-02-15 00:00:00.000,2014-02-21 00:00:00.000
11203,Individual,49,17,801.770000,2013-07-23 00:00:00.000,2014-05-13 00:00:00.000
11204,Individual,80,2,77.270000,2014-01-09 00:00:00.000,2014-04-12 00:00:00.000
11205,Individual,113,2,37.290000,2013-12-27 00:00:00.000,2014-03-10 00:00:00.000
11206,Individual,244,2,77.270000,2013-10-11 00:00:00.000,2013-10-30 00:00:00.000
11207,Individual,103,2,77.270000,2013-07-03 00:00:00.000,2014-03-20 00:00:00.000
11208,Individual,134,2,134.230000,2013-08-04 00:00:00.000,2014-02-17 00:00:00.000
11209,Individual,7,2,37.290000,2013-08-25 00:00:00.000,2014-06-24 00:00:00.000
11210,Individual,145,2,70.760000,2013-10-06 00:00:00.000,2014-02-06 00:00:00.000
11211,Individual,22,17,793.550000,2013-07-04 00:00:00.000,2014-06-09 00:00:00.000
11212,Individual,12,17,827.190000,2013-07-02 00:00:00.000,2014-06-19 00:00:00.000
11213,Individual,142,2,77.270000,2013-08-28 00:00:00.000,2014-02-09 00:00:00.000
11214,Individual,71,2,162.280000,2014-01-14 00:00:00.000,2014-04-21 00:00:00.000
11215,Individual,45,17,1155.520000,2013-07-18 00:00:00.000,2014-05-17 00:00:00.000
11216,Individual,358,2,5948.240000,2012-01-15 00:00:00.000,2013-07-08 00:00:00.000
11217,Individual,349,2,5953.250000,2012-01-10 00:00:00.000,2013-07-17 00:00:00.000
11218,Individual,25,2,39.580000,2013-07-31 00:00:00.000,2014-06-06 00:00:00.000
11219,Individual,5,2,39.580000,2014-03-31 00:00:00.000,2014-06-26 00:00:00.000
11220,Individual,47,2,50.230000,2013-08-14 00:00:00.000,2014-05-15 00:00:00.000
11221,Individual,104,2,46.270000,2013-09-07 00:00:00.000,2014-03-19 00:00:00.000
11222,Individual,62,2,207.960000,2014-04-03 00:00:00.000,2014-04-30 00:00:00.000
11223,Individual,23,27,1205.380000,2013-07-01 00:00:00.000,2014-06-08 00:00:00.000
11224,Individual,57,3,6685.590000,2012-01-07 00:00:00.000,2014-05-05 00:00:00.000
11225,Individual,145,2,73.250000,2013-11-22 00:00:00.000,2014-02-06 00:00:00.000
11226,Individual,304,2,37.290000,2013-07-24 00:00:00.000,2013-08-31 00:00:00.000
11227,Individual,353,2,5910.220000,2012-01-03 00:00:00.000,2013-07-13 00:00:00.000
11228,Individual,12,2,77.270000,2014-03-27 00:00:00.000,2014-06-19 00:00:00.000
11229,Individual,4,2,81.260000,2013-12-27 00:00:00.000,2014-06-27 00:00:00.000
11230,Individual,51,2,54.220000,2013-12-16 00:00:00.000,2014-05-11 00:00:00.000
11231,Individual,78,2,64.260000,2013-07-13 00:00:00.000,2014-04-14 00:00:00.000
11232,Individual,77,2,39.580000,2014-02-20 00:00:00.000,2014-04-15 00:00:00.000
11233,Individual,235,2,179.430000,2013-07-11 00:00:00.000,2013-11-08 00:00:00.000
11234,Individual,132,2,76.270000,2013-07-11 00:00:00.000,2014-02-19 00:00:00.000
11235,Individual,24,2,138.450000,2013-12-04 00:00:00.000,2014-06-07 00:00:00.000
11236,Individual,23,2,113.960000,2014-03-05 00:00:00.000,2014-06-08 00:00:00.000
11237,Individual,65,4,10566.380000,2012-02-05 00:00:00.000,2014-04-27 00:00:00.000
11238,Individual,274,4,7542.770000,2011-06-08 00:00:00.000,2013-09-30 00:00:00.000
11239,Individual,246,4,7511.550000,2011-06-21 00:00:00.000,2013-10-28 00:00:00.000
11240,Individual,261,4,7586.230000,2011-07-30 00:00:00.000,2013-10-13 00:00:00.000
11241,Individual,92,7,11469.188200,2013-02-10 00:00:00.000,2014-03-31 00:00:00.000
11242,Individual,56,7,11068.008200,2013-02-19 00:00:00.000,2014-05-06 00:00:00.000
11243,Individual,234,4,7164.250000,2011-07-24 00:00:00.000,2013-11-09 00:00:00.000
11244,Individual,194,4,7175.750000,2011-07-15 00:00:00.000,2013-12-19 00:00:00.000
11245,Individual,49,4,10580.350000,2012-02-26 00:00:00.000,2014-05-13 00:00:00.000
11246,Individual,40,4,10575.330000,2012-03-04 00:00:00.000,2014-05-22 00:00:00.000
11247,Individual,165,4,7131.510000,2011-07-21 00:00:00.000,2014-01-17 00:00:00.000
11248,Individual,199,1,38.470000,2013-12-14 00:00:00.000,2013-12-14 00:00:00.000
11249,Individual,136,4,9890.270000,2012-03-10 00:00:00.000,2014-02-15 00:00:00.000
11250,Individual,176,4,7116.250000,2011-08-17 00:00:00.000,2014-01-06 00:00:00.000
11251,Individual,103,1,2318.960000,2014-03-20 00:00:00.000,2014-03-20 00:00:00.000
11252,Individual,42,3,6685.560000,2012-01-14 00:00:00.000,2014-05-20 00:00:00.000
11253,Individual,57,16,696.610000,2013-08-01 00:00:00.000,2014-05-05 00:00:00.000
11254,Individual,46,2,203.920000,2014-04-25 00:00:00.000,2014-05-16 00:00:00.000
11255,Individual,304,2,113.960000,2013-07-26 00:00:00.000,2013-08-31 00:00:00.000
11256,Individual,105,2,81.260000,2013-09-15 00:00:00.000,2014-03-18 00:00:00.000
11257,Individual,46,3,6677.380000,2012-01-24 00:00:00.000,2014-05-16 00:00:00.000
11258,Individual,198,2,49.230000,2013-10-21 00:00:00.000,2013-12-15 00:00:00.000
11259,Individual,40,3,6770.600000,2012-02-04 00:00:00.000,2014-05-22 00:00:00.000
11260,Individual,220,2,81.260000,2013-07-08 00:00:00.000,2013-11-23 00:00:00.000
11261,Individual,37,3,6650.600000,2012-02-27 00:00:00.000,2014-05-25 00:00:00.000
11262,Individual,7,27,1126.820000,2013-07-30 00:00:00.000,2014-06-24 00:00:00.000
11263,Individual,50,3,6754.060000,2012-01-29 00:00:00.000,2014-05-12 00:00:00.000
11264,Individual,60,2,3182.270000,2013-06-04 00:00:00.000,2014-05-02 00:00:00.000
11265,Individual,391,1,2351.960000,2013-06-05 00:00:00.000,2013-06-05 00:00:00.000
11266,Individual,374,2,5922.230000,2012-02-10 00:00:00.000,2013-06-22 00:00:00.000
11267,Individual,387,2,5943.230000,2012-02-17 00:00:00.000,2013-06-09 00:00:00.000
11268,Individual,74,2,98.250000,2013-10-29 00:00:00.000,2014-04-18 00:00:00.000
11269,Individual,141,2,42.280000,2014-01-22 00:00:00.000,2014-02-10 00:00:00.000
11270,Individual,387,2,5984.220000,2012-02-10 00:00:00.000,2013-06-09 00:00:00.000
11271,Individual,372,2,5973.240000,2012-02-27 00:00:00.000,2013-06-24 00:00:00.000
11272,Individual,381,2,5975.230000,2012-02-19 00:00:00.000,2013-06-15 00:00:00.000
11273,Individual,251,2,273.230000,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000
11274,Individual,339,2,5888.240000,2012-01-29 00:00:00.000,2013-07-27 00:00:00.000
11275,Individual,382,2,5955.230000,2012-01-30 00:00:00.000,2013-06-14 00:00:00.000
11276,Individual,7,27,988.320000,2013-07-01 00:00:00.000,2014-06-24 00:00:00.000
11277,Individual,13,27,1434.990000,2013-07-05 00:00:00.000,2014-06-18 00:00:00.000
11278,Individual,391,2,5908.250000,2012-02-16 00:00:00.000,2013-06-05 00:00:00.000
11279,Individual,221,2,44.570000,2013-08-03 00:00:00.000,2013-11-22 00:00:00.000
11280,Individual,174,2,77.270000,2013-12-01 00:00:00.000,2014-01-08 00:00:00.000
11281,Individual,383,2,5921.190000,2012-02-13 00:00:00.000,2013-06-13 00:00:00.000
11282,Individual,392,2,5998.730000,2012-01-31 00:00:00.000,2013-06-04 00:00:00.000
11283,Individual,154,2,44.570000,2013-10-29 00:00:00.000,2014-01-28 00:00:00.000
11284,Individual,272,2,55.480000,2013-07-09 00:00:00.000,2013-10-02 00:00:00.000
11285,Individual,95,2,127.760000,2013-12-27 00:00:00.000,2014-03-28 00:00:00.000
11286,Individual,374,2,5954.220000,2012-02-21 00:00:00.000,2013-06-22 00:00:00.000
11287,Individual,1,27,1167.070000,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
11288,Individual,161,2,77.270000,2013-08-05 00:00:00.000,2014-01-21 00:00:00.000
11289,Individual,378,2,5905.480000,2012-02-08 00:00:00.000,2013-06-18 00:00:00.000
11290,Individual,367,2,5933.250000,2012-02-20 00:00:00.000,2013-06-29 00:00:00.000
11291,Individual,375,2,5873.260000,2012-02-04 00:00:00.000,2013-06-21 00:00:00.000
11292,Individual,394,2,5910.220000,2012-02-15 00:00:00.000,2013-06-02 00:00:00.000
11293,Individual,320,2,85.220000,2013-07-27 00:00:00.000,2013-08-15 00:00:00.000
11294,Individual,26,2,42.280000,2014-02-25 00:00:00.000,2014-06-05 00:00:00.000
11295,Individual,385,2,6058.250000,2012-02-25 00:00:00.000,2013-06-11 00:00:00.000
11296,Individual,365,2,5897.530000,2012-02-01 00:00:00.000,2013-07-01 00:00:00.000
11297,Individual,343,2,5948.240000,2012-02-26 00:00:00.000,2013-07-23 00:00:00.000
